,German,French,Alsatian,germ_pron,als_pron,fr_pron,orth_score_germ_als,orth_score_fr_als,pron_score_fr_als,pron_score_germ_als
1015,Pomade,pommade,.,"('PMT', '')","('', '')","('PMT', '')",.,.,.,.
1016,Pommes frites,pommes frites,.,"('PMSFRTS', '')","('', '')","('PMSFRTS', '')",.,.,.,.
1017,Pompon,pompon,.,"('PMPN', '')","('', '')","('PMPN', '')",.,.,.,.
1018,Ponton,Ponton,.,"('PNTN', '')","('', '')","('PNTN', '')",.,.,.,.
1019,popularisieren,populariser,.,"('PPLRSRN', '')","('', '')","('PPLRSR', '')",.,.,.,.
1020,Popularität,popularité,.,"('PPLRTT', '')","('', '')","('PPLRT', '')",.,.,.,.
1021,porös,poreux,.,"('PRS', '')","('', '')","('PRKS', '')",.,.,.,.
1022,portabel,portable,.,"('PRTPL', '')","('', '')","('PRTPL', '')",.,.,.,.
1023,Portefeuille,portefeuille,.,"('PRTFL', '')","('', '')","('PRTFL', '')",.,.,.,.
1024,Portemonnaie,porte-monnaie,.,"('PRTMN', '')","('', '')","('PRTMN', '')",.,.,.,.
1025,Portepee,porte-épée,.,"('PRTP', '')","('', '')","('PRTP', '')",.,.,.,.
1026,Portier,Portier,Pfärtner,"('PRT', 'PRTR')","('PFRTNR', '')","('PRT', 'PRTR')",0.6666666666666666,0.6666666666666666,0.8,0.8
1027,Porträt,portrait,.,"('PRTRT', '')","('', '')","('PRTRT', '')",.,.,.,.
1028,Pose,pose,Hàltung,"('PS', '')","('LTNK', '')","('PS', '')",0.0,0.0,0.0,0.0
1029,Poseur,poseur,.,"('PSR', '')","('', '')","('PSR', '')",.,.,.,.
1030,Positivismus,positivisme,.,"('PSTFSMS', '')","('', '')","('PSTFSM', '')",.,.,.,.
1031,Postillion,postillon,.,"('PSTLN', '')","('', '')","('PSTLN', '')",.,.,.,.
1032,Potpourri,pot-pourri,.,"('PTPR', '')","('', '')","('PTPR', '')",.,.,.,.
1033,Poule,poule,Hüahn,"('PL', '')","('N', '')","('PL', '')",0.0,0.0,0.0,0.0
1034,Poulet,poulet,.,"('PLT', '')","('', '')","('PLT', '')",.,.,.,.
1035,power,poeir,.,"('PR', '')","('', '')","('PR', '')",.,.,.,.
1036,prägnant,prégnant,.,"('PRNNT', 'PRKNNT')","('', '')","('PRNNT', 'PRKNNT')",.,.,.,.
1037,Praline,praline,.,"('PRLN', '')","('', '')","('PRLN', '')",.,.,.,.
1038,Praliné,praliner,.,"('PRLN', '')","('', '')","('PRLNR', '')",.,.,.,.
1039,Prärie,prairie,Waid,"('PRR', '')","('AT', 'FT')","('PRR', '')",0.2,0.36363636363636365,0.0,0.0
1040,prätentiös,prétentieux,.,"('PRTNTS', '')","('', '')","('PRTNTKS', '')",.,.,.,.
1041,Prävention,prévention,.,"('PRFNXN', '')","('', '')","('PRFNXN', '')",.,.,.,.
1042,prekär,précaire,.,"('PRKR', '')","('', '')","('PRKR', '')",.,.,.,.
1043,Prekariat,précariat,.,"('PRKRT', '')","('', '')","('PRKRT', '')",.,.,.,.
1044,Premier,premier,Ärscht,"('PRM', 'PRMR')","('RXT', '')","('PRM', 'PRMR')",0.15384615384615385,0.15384615384615385,0.3333333333333333,0.3333333333333333
1045,Premiere,première,.,"('PRMR', '')","('', '')","('PRMR', '')",.,.,.,.
1046,Prestige,prestige,.,"('PRSTJ', 'PRSTK')","('', '')","('PRSTJ', 'PRSTK')",.,.,.,.
1047,primär,primaire,.,"('PRMR', '')","('', '')","('PRMR', '')",.,.,.,.
1048,primitiv,primitif,.,"('PRMTF', '')","('', '')","('PRMTF', '')",.,.,.,.
1049,Priorität,priorité,.,"('PRRTT', '')","('', '')","('PRRT', '')",.,.,.,.
1050,Prise,prise,Fàng,"('PRS', '')","('FNK', '')","('PRS', '')",0.0,0.0,0.0,0.0
1051,Produktion,production,Harschtällung,"('PRTKXN', '')","('HRXTLNK', '')","('PRTKXN', '')",0.2608695652173913,0.2608695652173913,0.46153846153846156,0.46153846153846156
1052,produktiv,productif,.,"('PRTKTF', '')","('', '')","('PRTKTF', '')",.,.,.,.
1053,Profiteur,profiteur,.,"('PRFTR', '')","('', '')","('PRFTR', '')",.,.,.,.
1054,progressiv,progressif,.,"('PRKRSF', '')","('', '')","('PRKRSF', '')",.,.,.,.
1055,Promenade,promenade,.,"('PRMNT', '')","('', '')","('PRMNT', '')",.,.,.,.
1056,Proportion,proportion,.,"('PRPRXN', '')","('', '')","('PRPRXN', '')",.,.,.,.
1057,Protegé,protégé,.,"('PRTK', '')","('', '')","('PRTK', '')",.,.,.,.
1058,protestieren,protester,.,"('PRTSTRN', '')","('', '')","('PRTSTR', '')",.,.,.,.
1059,Provokateur,provocateur,.,"('PRFKTR', '')","('', '')","('PRFKTR', '')",.,.,.,.
1060,prüde,prude,.,"('PRT', '')","('', '')","('PRT', '')",.,.,.,.
1061,Prüderie,pruderie,.,"('PRTR', '')","('', '')","('PRTR', '')",.,.,.,.
1062,Pseudonym,pseudonyme,.,"('STNM', '')","('', '')","('STNM', '')",.,.,.,.
1063,Puder,poudre,Pulver,"('PTR', '')","('PLFR', '')","('PTR', '')",0.7272727272727273,0.5,0.5714285714285714,0.5714285714285714
1064,Püree,purée,.,"('PR', '')","('', '')","('PR', '')",.,.,.,.
1065,qualifizieren,qualifier,.,"('KLFSRN', '')","('', '')","('KLF', 'KLFR')",.,.,.,.
1066,Quarantäne,quarantaine,.,"('KRNTN', '')","('', '')","('KRNTN', '')",.,.,.,.
1067,Quartier,quartier,Viartel,"('KRT', 'KRTR')","('FRTL', '')","('KRT', 'KRTR')",0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714
1068,Queue,queue,Schwànz,"('K', '')","('XNS', 'XFNTS')","('K', '')",0.0,0.0,0.0,0.0
1069,Quiche,quiche,.,"('KX', 'KK')","('', '')","('KX', 'KK')",.,.,.,.
1070,Raclette,raclette,.,"('RKLT', '')","('', '')","('RKLT', '')",.,.,.,.
1071,Raffinerie,raffinerie,.,"('RFNR', '')","('', '')","('RFNR', '')",.,.,.,.
1072,Rage,rage,Tollwüat,"('RJ', 'RK')","('TLT', '')","('RJ', 'RK')",0.16666666666666666,0.16666666666666666,0.0,0.0
1073,Ragout,ragoût,.,"('RKT', '')","('', '')","('RKT', '')",.,.,.,.
1074,Rampe,rampe,Glander,"('RMP', '')","('KLNTR', '')","('RMP', '')",0.16666666666666666,0.16666666666666666,0.25,0.25
1075,Ramsch,rams,.,"('RMX', '')","('', '')","('RMS', '')",.,.,.,.
1076,Rang,rang,Ràng,"('RNK', '')","('RNK', '')","('RNK', '')",0.75,0.75,1.0,1.0
1077,Rapport,rapport,Verhältniss,"('RPRT', '')","('FRLTNS', '')","('RPRT', '')",0.2222222222222222,0.2222222222222222,0.4,0.4
1078,rar,rare,salta,"('RR', '')","('SLT', '')","('RR', '')",0.25,0.2222222222222222,0.0,0.0
1079,rasant,rasant,.,"('RSNT', '')","('', '')","('RSNT', '')",.,.,.,.
1080,rasieren,raser,ràsiara,"('RSRN', '')","('RSR', 'RXR')","('RSR', '')",0.26666666666666666,0.3333333333333333,1.0,0.8571428571428571
1081,Räson,raison,Vernunft,"('RSN', '')","('FRNNFT', '')","('RSN', '')",0.3076923076923077,0.2857142857142857,0.4444444444444444,0.4444444444444444
1082,Ratatouille,ratatouille,.,"('RTTL', '')","('', '')","('RTTL', '')",.,.,.,.
1083,Rayon,rayon,Radiüs,"('RN', '')","('RTS', '')","('RN', '')",0.36363636363636365,0.36363636363636365,0.4,0.4
1084,Razzia,razzia,.,"('RS', '')","('', '')","('RS', '')",.,.,.,.
1085,Reaktionär,réactionnaire,.,"('RKXNR', '')","('', '')","('RKXNR', '')",.,.,.,.
1086,realisieren,réaliser,.,"('RLSRN', '')","('', '')","('RLSR', '')",.,.,.,.
1087,Realität,réalité,.,"('RLTT', '')","('', '')","('RLT', '')",.,.,.,.
1088,Recherche,recherche,Forschung,"('RXRX', 'RKRK')","('FRXNK', '')","('RXRX', 'RKRK')",0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444
1089,recherchieren,rechercher,süacha,"('RXRXRN', 'RKRKRN')","('SK', '')","('RXRXR', 'RKRKR')",0.21052631578947367,0.25,0.2857142857142857,0.25
1090,Redakteur,rédacteur,.,"('RTKTR', '')","('', '')","('RTKTR', '')",.,.,.,.
1091,Redaktion,rédaction,.,"('RTKXN', '')","('', '')","('RTKXN', '')",.,.,.,.
1092,redigieren,rédiger,.,"('RTJRN', 'RTKRN')","('', '')","('RTJR', 'RTKR')",.,.,.,.
1093,Redoute,redoute,.,"('RTT', '')","('', '')","('RTT', '')",.,.,.,.
1094,reell,réel,.,"('RL', '')","('', '')","('RL', '')",.,.,.,.
1095,Referenz,référence,Referanz,"('RFRNS', '')","('RFRNS', '')","('RFRNS', '')",0.875,0.35294117647058826,1.0,1.0
1096,referenzieren,référencer,.,"('RFRNSRN', '')","('', '')","('RFRNSR', '')",.,.,.,.
1097,Reflex,réflexe,.,"('RFLKS', '')","('', '')","('RFLKS', '')",.,.,.,.
1098,Reflexion,réflexion,Ewerleegung,"('RFLKSN', '')","('ARLKNK', '')","('RFLKSN', '')",0.4,0.4,0.6666666666666666,0.6666666666666666
1099,Refrain,refrain,.,"('RFRN', '')","('', '')","('RFRN', '')",.,.,.,.
1100,Regie,régie,.,"('RJ', 'RK')","('', '')","('RJ', 'RK')",.,.,.,.
1101,Regime,régime,Diät,"('RJM', 'RKM')","('TT', '')","('RJM', 'RKM')",0.2,0.2,0.0,0.0
1102,Regisseur,régisseur,.,"('RJSR', 'RKSR')","('', '')","('RJSR', 'RKSR')",.,.,.,.
1103,Reglement,réglement,.,"('RKLMNT', '')","('', '')","('RKLMNT', '')",.,.,.,.
1104,Rehabilitation,réhabilitation,.,"('RHPLTXN', '')","('', '')","('RPLTXN', '')",.,.,.,.
1105,Reklame,réclame,.,"('RKLM', '')","('', '')","('RKLM', '')",.,.,.,.
1106,reklamieren,réclamer,.,"('RKLMRN', '')","('', '')","('RKLMR', '')",.,.,.,.
1107,Rekommandeur,recommandeur,.,"('RKMNTR', '')","('', '')","('RKMNTR', '')",.,.,.,.
1108,rekommandieren,recommander,ämpfahla,"('RKMNTRN', '')","('MPFL', '')","('RKMNTR', '')",0.18181818181818182,0.21052631578947367,0.2,0.18181818181818182
1109,Rekrut,recreute,.,"('RKRT', '')","('', '')","('RKRT', '')",.,.,.,.
1110,Rekurs,recours,.,"('RKRS', '')","('', '')","('RKRS', '')",.,.,.,.
1111,Relais,relais,.,"('RL', 'RLS')","('', '')","('RL', 'RLS')",.,.,.,.
1112,remis,remis,.,"('RMS', '')","('', '')","('RMS', '')",.,.,.,.
1113,Remis,remis,.,"('RMS', '')","('', '')","('RMS', '')",.,.,.,.
1114,Remise,remise,.,"('RMS', '')","('', '')","('RMS', '')",.,.,.,.
1115,Remoulade,rémoulade,.,"('RMLT', '')","('', '')","('RMLT', '')",.,.,.,.
1116,Renaissance,renaissance,.,"('RNSNS', '')","('', '')","('RNSNS', '')",.,.,.,.
1117,Renault,Renault,.,"('RNLT', '')","('', '')","('RNLT', '')",.,.,.,.
1118,Rendezvous,rendez-vous,.,"('RNTSFS', '')","('', '')","('RNTSFS', '')",.,.,.,.
1119,Reneklode,reine-claude,.,"('RNKLT', '')","('', '')","('RNKLT', '')",.,.,.,.
1120,Renette,reinette,.,"('RNT', '')","('', '')","('RNT', '')",.,.,.,.
1121,Renommee,renommée,.,"('RNM', '')","('', '')","('RNM', '')",.,.,.,.
1122,Rentier,rentier,Ränntiar,"('RNT', 'RNTR')","('RNXR', '')","('RNT', 'RNTR')",0.6666666666666666,0.6666666666666666,0.75,0.75
1123,Repertoire,répertoire,.,"('RPRTR', '')","('', '')","('RPRTR', '')",.,.,.,.
1124,Replik,réplique,.,"('RPLK', '')","('', '')","('RPLK', '')",.,.,.,.
1125,Reportage,reportage,.,"('RPRTJ', 'RPRTK')","('', '')","('RPRTJ', 'RPRTK')",.,.,.,.
1126,Repräsentant,représentant,Vertratter,"('RPRSNTNT', '')","('FRTRTR', '')","('RPRSNTNT', '')",0.2727272727272727,0.2727272727272727,0.42857142857142855,0.42857142857142855
1127,Republik,république,.,"('RPPLK', '')","('', '')","('RPPLK', '')",.,.,.,.
1128,Reservoir,réservoir,Tànk,"('RSRFR', '')","('TNK', '')","('RSRFR', '')",0.0,0.0,0.0,0.0
1129,Ressentiment,ressentiment,.,"('RSNTMNT', '')","('', '')","('RSNTMNT', '')",.,.,.,.
1130,Ressort,ressort,Faadra,"('RSRT', '')","('FTR', '')","('RSRT', '')",0.15384615384615385,0.15384615384615385,0.2857142857142857,0.2857142857142857
1131,Ressource,ressource,.,"('RSRS', '')","('', '')","('RSRS', '')",.,.,.,.
1132,Restaurant,restaurant,Gàschthüss,"('RSTRNT', '')","('KX0S', 'KXTS')","('RSTRNT', '')",0.2,0.2,0.2,0.2
1133,restaurieren,restaurer,.,"('RSTRRN', '')","('', '')","('RSTRR', '')",.,.,.,.
1134,restriktiv,restrictif,.,"('RSTRKTF', '')","('', '')","('RSTRKTF', '')",.,.,.,.
1135,Resultat,résultat,Resultatt,"('RSLTT', '')","('RSLTT', '')","('RSLTT', '')",0.9411764705882353,0.8235294117647058,1.0,1.0
1136,Resümee,résumé,.,"('RSM', '')","('', '')","('RSM', '')",.,.,.,.
1137,Retabel,retable,Àltàr Uffsàtz,"('RTPL', '')","('LTRFSTS', '')","('RTPL', '')",0.2,0.2,0.36363636363636365,0.36363636363636365
1138,retour,retour,.,"('RTR', '')","('', '')","('RTR', '')",.,.,.,.
1139,Retusche,retouche,.,"('RTX', '')","('', '')","('RTX', 'RTK')",.,.,.,.
1140,reüssieren,réussir,.,"('RSRN', '')","('', '')","('RSR', '')",.,.,.,.
1141,Revanche,revanche,.,"('RFNX', 'RFNK')","('', '')","('RFNX', 'RFNK')",.,.,.,.
1142,Revers,revers,Rucksitta,"('RFRS', '')","('RKST', '')","('RFRS', '')",0.26666666666666666,0.26666666666666666,0.5,0.5
1143,reversieren,reverser,.,"('RFRSRN', '')","('', '')","('RFRSR', '')",.,.,.,.
1144,Revision,révision,.,"('RFSN', 'RFXN')","('', '')","('RFSN', 'RFXN')",.,.,.,.
1145,Revolution,révolution,.,"('RFLXN', '')","('', '')","('RFLXN', '')",.,.,.,.
1146,Revue,revue,.,"('RF', '')","('', '')","('RF', '')",.,.,.,.
1147,Rezitativ,récitatif,.,"('RSTTF', '')","('', '')","('RSTTF', '')",.,.,.,.
1148,Rhone,Rhône,.,"('RN', '')","('', '')","('RN', '')",.,.,.,.
1149,Ringlotte,reine-claude,.,"('RNKLT', '')","('', '')","('RNKLT', '')",.,.,.,.
1150,riskant,risquant,.,"('RSKNT', '')","('', '')","('RSKNT', '')",.,.,.,.
1151,Robe,robe,.,"('RP', '')","('', '')","('RP', '')",.,.,.,.
1152,Rochade,rocade,.,"('RXT', 'RKT')","('', '')","('RKT', '')",.,.,.,.
1153,Romancier,romancier,.,"('RMNS', 'RMNXR')","('', '')","('RMNS', 'RMNXR')",.,.,.,.
1154,Romandie,Romandie,.,"('RMNT', '')","('', '')","('RMNT', '')",.,.,.,.
1155,romanisieren,romaniser,.,"('RMNSRN', '')","('', '')","('RMNSR', '')",.,.,.,.
1156,Romanze,romance,.,"('RMNS', '')","('', '')","('RMNS', '')",.,.,.,.
1157,Rondell,rondelle,.,"('RNTL', '')","('', '')","('RNTL', '')",.,.,.,.
1158,Rosette,rosette,.,"('RST', '')","('', '')","('RST', '')",.,.,.,.
1159,Rouge,rouge,.,"('RJ', 'RK')","('', '')","('RJ', 'RK')",.,.,.,.
1160,Roulade,roulade,Rulàda,"('RLT', '')","('RLT', '')","('RLT', '')",0.6153846153846154,0.6153846153846154,1.0,1.0
1161,Roulette,roulette,.,"('RLT', '')","('', '')","('RLT', '')",.,.,.,.
1162,Route,route,Stross,"('RT', '')","('STRS', '')","('RT', '')",0.36363636363636365,0.36363636363636365,0.3333333333333333,0.3333333333333333
1163,Routine,routine,Routine,"('RTN', '')","('RTN', '')","('RTN', '')",1.0,1.0,1.0,1.0
1164,Routinier,routinier,.,"('RTN', 'RTNR')","('', '')","('RTN', 'RTNR')",.,.,.,.
1165,rüde,rude,.,"('RT', '')","('', '')","('RT', '')",.,.,.,.
1166,rudimentär,rudimentaire,.,"('RTMNTR', '')","('', '')","('RTMNTR', '')",.,.,.,.
1167,Ruin,ruine,Ruina,"('RN', '')","('RN', '')","('RN', '')",0.8888888888888888,0.8,1.0,1.0
1168,Rund,rond,rund,"('RNT', '')","('RNT', '')","('RNT', '')",1.0,0.75,1.0,1.0
1169,Rundiste,rondiste,.,"('RNTST', '')","('', '')","('RNTST', '')",.,.,.,.
1170,Rüsche,ruche,.,"('RX', '')","('', '')","('RX', 'RK')",.,.,.,.
1171,Sabotage,sabotage,.,"('SPTJ', 'SPTK')","('', '')","('SPTJ', 'SPTK')",.,.,.,.
1172,Saison,saison,Saison,"('SSN', '')","('SSN', '')","('SSN', '')",1.0,1.0,1.0,1.0
1173,Sakkade,saccade,.,"('SKT', '')","('', '')","('SKT', '')",.,.,.,.
1174,Salär,salaire,Lohn,"('SLR', '')","('LN', '')","('SLR', '')",0.2222222222222222,0.18181818181818182,0.4,0.4
1175,Salon,salon,Wohnzimmer,"('SLN', '')","('ANSMR', 'FNTSMR')","('SLN', '')",0.26666666666666666,0.26666666666666666,0.25,0.25
1176,salopp,salope,.,"('SLP', '')","('', '')","('SLP', '')",.,.,.,.
1177,salü,salut,.,"('SL', '')","('', '')","('SLT', '')",.,.,.,.
1178,Salut,salut,.,"('SLT', '')","('', '')","('SLT', '')",.,.,.,.
1179,Salve,salve,.,"('SLF', '')","('', '')","('SLF', '')",.,.,.,.
1180,sapperlot,saperlotte,.,"('SPRLT', '')","('', '')","('SPRLT', '')",.,.,.,.
1181,Sarkophag,sarcophage,.,"('SRKFK', '')","('', '')","('SRKFJ', 'SRKFK')",.,.,.,.
1182,Satin,satin,Àtlàsbendung,"('STN', '')","('TLSPNTNK', '')","('STN', '')",0.23529411764705882,0.23529411764705882,0.5454545454545454,0.5454545454545454
1183,Sauce hollandaise,sauce hollandaise,.,"('SSLNTS', '')","('', '')","('SSLNTS', '')",.,.,.,.
1184,Savonette,savonnette,.,"('SFNT', '')","('', '')","('SFNT', '')",.,.,.,.
1185,Schakal,chacal,.,"('XKL', '')","('', '')","('XKL', '')",.,.,.,.
1186,Schalotte,échalote,Schàlotte,"('XLT', '')","('XLT', 'SLT')","('XLT', 'KLT')",0.8888888888888888,0.7058823529411765,1.0,1.0
1187,schalu,jaloux,.,"('XL', '')","('', '')","('JL', 'AL')",.,.,.,.
1188,Schaluppe,chaloupe,.,"('XLP', '')","('', '')","('XLP', '')",.,.,.,.
1189,Scharade,charade,.,"('XRT', '')","('', '')","('XRT', '')",.,.,.,.
1190,Scharlatan,charlatan,.,"('XRLTN', '')","('', '')","('XRLTN', '')",.,.,.,.
1191,Scharlatanerie,charlatanerie,.,"('XRLTNR', '')","('', '')","('XRLTNR', '')",.,.,.,.
1192,Scharnier,charnière,Schàrniar,"('XRN', 'XRNR')","('XRNR', 'SRNR')","('XRNR', '')",0.7777777777777778,0.6666666666666666,1.0,1.0
1193,Schärpe,écharpe,.,"('XRP', 'SRP')","('', '')","('XRP', 'KRP')",.,.,.,.
1194,schassen,chasser,vertriwa,"('XSN', '')","('FRTR', '')","('XSR', '')",0.125,0.26666666666666666,0.2857142857142857,0.0
1195,Schikane,chicane,.,"('XKN', '')","('', '')","('XKN', '')",.,.,.,.
1196,Schikoree,chicorée,Schicori,"('XKR', '')","('XKR', '')","('XKR', '')",0.7058823529411765,0.75,1.0,1.0
1197,Schlumpf,schtroumpf,.,"('XLMPF', 'SLMPF')","('', '')","('XTRMPF', 'STRMPF')",.,.,.,.
1198,schockieren,choquer,.,"('XKRN', '')","('', '')","('XKR', '')",.,.,.,.
1199,Schokolade,chocolat,.,"('XKLT', '')","('', '')","('XKLT', '')",.,.,.,.
1200,Séance,séance,Setzung,"('SNS', '')","('STSNK', '')","('SNS', '')",0.3076923076923077,0.3076923076923077,0.5,0.5
1201,Selen,sélénium,.,"('SLN', '')","('', '')","('SLNM', '')",.,.,.,.
1202,Sellerie,céleri,.,"('SLR', '')","('', '')","('KLR', '')",.,.,.,.
1203,Semantik,sémantique,.,"('SMNTK', '')","('', '')","('SMNTK', '')",.,.,.,.
1204,sentimental,comparative,.,"('SNTMNTL', '')","('', '')","('KMPRTF', '')",.,.,.,.
1205,Serenade,sérénade,.,"('SRNT', '')","('', '')","('SRNT', '')",.,.,.,.
1206,Serie,série,.,"('SR', '')","('', '')","('SR', '')",.,.,.,.
1207,seriös,sérieux,.,"('SRS', '')","('', '')","('SRKS', '')",.,.,.,.
1208,Service,service,.,"('SRFS', '')","('', '')","('SRFS', '')",.,.,.,.
1209,Serviette,serviette,Hàndtüach,"('SRFT', '')","('NTK', '')","('SRFT', '')",0.1111111111111111,0.1111111111111111,0.2857142857142857,0.2857142857142857
1210,sexuell,sexuel,.,"('SKSL', '')","('', '')","('SKSL', '')",.,.,.,.
1211,Sfax,Sfax,.,"('SFKS', '')","('', '')","('SFKS', '')",.,.,.,.
1212,Sigle,sigle,.,"('SKL', '')","('', '')","('SKL', '')",.,.,.,.
1213,Silhouette,silhouette,.,"('SLT', '')","('', '')","('SLT', '')",.,.,.,.
1214,Sioux,Sioux,.,"('S', 'X')","('', '')","('S', 'X')",.,.,.,.
1215,Sirene,sirène,Meerjungfra,"('SRN', '')","('MRJNKFR', '')","('SRN', '')",0.23529411764705882,0.23529411764705882,0.4,0.4
1216,Situation,situation,.,"('STXN', '')","('', '')","('STXN', '')",.,.,.,.
1217,situiert,situer,.,"('STRT', '')","('', '')","('STR', '')",.,.,.,.
1218,skabrös,scabreux,.,"('SKPRS', '')","('', '')","('SKPRKS', '')",.,.,.,.
1219,Skandal,scandale,Skàndàl,"('SKNTL', '')","('SKNTL', '')","('SKNTL', '')",0.7142857142857143,0.5333333333333333,1.0,1.0
1220,skandalös,scandaleuse,.,"('SKNTLS', '')","('', '')","('SKNTLS', '')",.,.,.,.
1221,skandieren,scander,.,"('SKNTRN', '')","('', '')","('SKNTR', '')",.,.,.,.
1222,Smoking,smoking,.,"('SMKNK', 'XMKNK')","('', '')","('SMKNK', 'XMKNK')",.,.,.,.
1223,Sockel,socle,Sockel,"('SKL', '')","('SKL', '')","('SKL', '')",1.0,0.7272727272727273,1.0,1.0
1224,Soiree,soirée,.,"('SR', '')","('', '')","('SR', '')",.,.,.,.
1225,solenn,solennel,.,"('SLN', '')","('', '')","('SLNL', '')",.,.,.,.
1226,Solidarität,solidarité,.,"('SLTRTT', '')","('', '')","('SLTRT', '')",.,.,.,.
1227,Sonde,sonde,.,"('SNT', '')","('', '')","('SNT', '')",.,.,.,.
1228,sondieren,sonder,.,"('SNTRN', '')","('', '')","('SNTR', '')",.,.,.,.
1229,Soße,sauce,Sosa,"('SS', '')","('SS', '')","('SS', '')",0.5,0.4444444444444444,1.0,1.0
1230,Sottise,sottise,Dummhait,"('STS', '')","('TMT', '')","('STS', '')",0.13333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333
1231,Soubrette,soubrette,.,"('SPRT', '')","('', '')","('SPRT', '')",.,.,.,.
1232,Soufflé,soufflé,.,"('SFL', '')","('', '')","('SFL', '')",.,.,.,.
1233,Souffleur,souffleur,.,"('SFLR', '')","('', '')","('SFLR', '')",.,.,.,.
1234,Souffleuse,souffleuse,.,"('SFLS', '')","('', '')","('SFLS', '')",.,.,.,.
1235,soufflieren,souffler,.,"('SFLRN', '')","('', '')","('SFLR', '')",.,.,.,.
1236,Souk,souk,.,"('SK', '')","('', '')","('SK', '')",.,.,.,.
1237,Souper,souper,.,"('SPR', '')","('', '')","('SPR', '')",.,.,.,.
1238,Soutane,soutane,.,"('STN', '')","('', '')","('STN', '')",.,.,.,.
1239,Souterrain,souterrain,Unterfiarung,"('STRN', '')","('ANTRFRNK', '')","('STRN', '')",0.5454545454545454,0.5454545454545454,0.5,0.5
1240,Souvenir,souvenir,Ärrennerung,"('SFNR', '')","('RNRNK', '')","('SFNR', '')",0.3157894736842105,0.3157894736842105,0.4444444444444444,0.4444444444444444
1241,souverän,souverain,.,"('SFRN', '')","('', '')","('SFRN', '')",.,.,.,.
1242,Souverän,souverain,.,"('SFRN', '')","('', '')","('SFRN', '')",.,.,.,.
1243,Sozietät,société,Gsällschàft,"('SSTT', '')","('KSLXFT', '')","('SST', '')",0.21052631578947367,0.3333333333333333,0.4444444444444444,0.4
1244,Spektakel,spectacle,Schàiuschpeel,"('SPKTKL', '')","('XXPL', 'SXPL')","('SPKTKL', '')",0.45454545454545453,0.36363636363636365,0.6,0.6
1245,Spion,espion,.,"('SPN', '')","('', '')","('ASPN', '')",.,.,.,.
1246,Spontaneität,spontanéité,.,"('SPNTNTT', '')","('', '')","('SPNTNT', '')",.,.,.,.
1247,sportiv,sportif,.,"('SPRTF', '')","('', '')","('SPRTF', '')",.,.,.,.
1248,Stereotyp,stéréotype,.,"('STRTP', '')","('', '')","('STRTP', '')",.,.,.,.
1249,Store,store,Markisa,"('STR', '')","('MRKS', '')","('STR', '')",0.16666666666666666,0.16666666666666666,0.2857142857142857,0.2857142857142857
1250,Stratege,stratège,.,"('STRTJ', 'STRTK')","('', '')","('STRTJ', 'STRTK')",.,.,.,.
1251,süffisant,suffisant,.,"('SFSNT', '')","('', '')","('SFSNT', '')",.,.,.,.
1252,Suite,suite,.,"('ST', '')","('', '')","('ST', '')",.,.,.,.
1253,Sujet,sujet,Thema,"('SJT', '')","('0M', 'TM')","('SJT', '')",0.2,0.2,0.4,0.4
1254,superb,superbe,.,"('SPRP', '')","('', '')","('SPRP', '')",.,.,.,.
1255,Supplement,supplément,.,"('SPMNT', '')","('', '')","('SPMNT', '')",.,.,.,.
1256,Surrealismus,surréalisme,.,"('SRLSMS', '')","('', '')","('SRLSM', '')",.,.,.,.
1257,Syndikat,syndicat,Gwarkschàft,"('SNTKT', '')","('KRKXFT', '')","('SNTKT', '')",0.21052631578947367,0.3157894736842105,0.18181818181818182,0.18181818181818182
1258,Tabak,tabac,Tüwàk,"('TPK', '')","('TK', '')","('TPK', '')",0.4,0.2,0.8,0.8
1259,Tabatiere,tabatière,.,"('TPTR', '')","('', '')","('TPTR', '')",.,.,.,.
1260,Tableau,tableau,Tàballa,"('TPL', '')","('TPL', '')","('TPL', '')",0.5714285714285714,0.5714285714285714,1.0,1.0
1261,Tablett,tablette,.,"('TPLT', '')","('', '')","('TPLT', '')",.,.,.,.
1262,Tablette,tablette,.,"('TPLT', '')","('', '')","('TPLT', '')",.,.,.,.
1263,Taille,taille,Tàllia,"('TL', '')","('TL', '')","('TL', '')",0.5,0.5,1.0,1.0
1264,Takt,tact,Fingfühl,"('TKT', '')","('FNKFL', '')","('TKT', '')",0.0,0.0,0.25,0.25
1265,Tampon,tampon,.,"('TMPN', '')","('', '')","('TMPN', '')",.,.,.,.
1266,Tamtam,tam-tam,.,"('TMTM', '')","('', '')","('TMTM', '')",.,.,.,.
1267,Tante,tante,Tànte,"('TNT', '')","('TNT', '')","('TNT', '')",0.8,0.8,1.0,1.0
1268,Tantieme,tantième,.,"('TNTM', '')","('', '')","('TNTM', '')",.,.,.,.
1269,Tapir,tapir,Tapirüs,"('TPR', '')","('TPRS', '')","('TPR', '')",0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571
1270,Tarot,tarot,.,"('TRT', '')","('', '')","('TRT', '')",.,.,.,.
1271,Tarte,tarte,Tàrt,"('TRT', '')","('TRT', '')","('TRT', '')",0.6666666666666666,0.6666666666666666,1.0,1.0
